numero,cliente,productos_cantidad,empleado,fecha,hora,observaciones,estado,precio
491,Udell,"Nut - Pecan, Halves",Dall,1/4/2021,8:00 PM,jcb,ACTIVA,$13922.75
492,Hermon,Chick Peas - Dried,Cullie,3/16/2021,11:04 PM,maestro,ACTIVA,$9895.53
493,Mae,Beef - Tender Tips,Lexi,10/12/2020,4:44 AM,maestro,ACTIVA,$6001.33
494,Rabbi,Squid - U 5,Brnaba,10/15/2020,8:54 AM,jcb,ACTIVA,$10888.53
495,Linnie,Beer - Sleemans Honey Brown,Derril,3/8/2021,1:26 PM,visa-electron,ACTIVA,$9944.34
496,Brenn,Cherries - Frozen,Rutger,11/8/2020,12:32 AM,visa-electron,ACTIVA,$19213.33
497,Ilise,Sping Loaded Cup Dispenser,Nahum,8/10/2020,12:36 PM,americanexpress,ACTIVA,$19714.91
498,Johann,"Pail - 15l White, With Handle",Oberon,3/19/2021,1:02 AM,jcb,ACTIVA,$7408.39
499,Vincent,Creme De Cacao White,Darice,6/14/2020,5:12 PM,jcb,ACTIVA,$19566.81
500,Yelena,Muffin Mix - Blueberry,Dionysus,8/14/2020,5:57 AM,diners-club-carte-blanche,ACTIVA,$7208.94
501,Amby,Steampan - Half Size Shallow,Ruperto,11/21/2020,6:42 AM,jcb,ACTIVA,$13619.45
502,Gussie,Jack Daniels,Edouard,3/27/2020,1:12 PM,bankcard,ACTIVA,$4342.69
503,Chip,Tea - Earl Grey,Ferdy,6/9/2020,6:28 PM,jcb,ACTIVA,$15152.81
504,Inga,Wine - Zinfandel Rosenblum,Julian,9/15/2020,11:30 PM,instapayment,ACTIVA,$4878.91
505,Karlotta,Eel Fresh,Cal,6/17/2020,9:44 PM,china-unionpay,ACTIVA,$14642.64
506,Babara,"Cake Circle, Paprus",Hamilton,8/5/2020,10:47 PM,jcb,ACTIVA,$7925.02
507,Gaby,"Nut - Almond, Blanched, Sliced",Alyson,1/2/2021,12:25 PM,switch,ACTIVA,$15488.06
508,Darsie,"Pasta - Fettuccine, Dry",Chip,6/7/2020,9:11 PM,jcb,ACTIVA,$5541.96
509,Cammy,Beef - Top Sirloin - Aaa,Addy,3/24/2021,2:07 AM,jcb,ACTIVA,$15434.60
510,Timothy,"Cheese - Boursin, Garlic / Herbs",Letta,1/3/2021,10:23 AM,diners-club-enroute,ACTIVA,$8989.72
511,Leonie,"Nut - Pine Nuts, Whole",Teirtza,10/2/2020,10:52 PM,jcb,ACTIVA,$9980.71
512,Dido,Beer - Original Organic Lager,Dino,7/8/2020,12:04 AM,jcb,ACTIVA,$12299.65
513,Shurlocke,"Pasta - Fusili, Dry",Valentine,2/19/2021,4:39 PM,mastercard,ACTIVA,$6763.11
514,Nessie,Bread Base - Gold Formel,Pippa,10/16/2020,7:05 AM,jcb,ACTIVA,$4107.54
515,Mollee,Spaghetti Squash,Susie,4/1/2020,7:39 AM,switch,ACTIVA,$19676.85
516,Nelle,Wine - Tribal Sauvignon,Sidonia,6/14/2020,5:26 AM,jcb,ACTIVA,$16804.18
517,Paton,Devonshire Cream,Bartholemy,2/14/2021,4:37 PM,maestro,ACTIVA,$15726.19
518,Garner,General Purpose Trigger,Nanice,9/7/2020,7:13 AM,jcb,ACTIVA,$12216.89
519,Balduin,Apple - Macintosh,Nilson,9/22/2020,3:13 AM,jcb,ACTIVA,$17853.61
520,Zsazsa,Soup - Campbells Chili,Eustacia,6/26/2020,6:42 AM,switch,ACTIVA,$11147.07
521,Florencia,Bandage - Fexible 1x3,Lanny,10/15/2020,10:33 AM,jcb,ACTIVA,$9462.79
522,Susana,"Liners - Banana, Paper",Giordano,7/24/2020,10:03 PM,diners-club-us-ca,ACTIVA,$7366.22
523,Annamarie,Cake - Miini Cheesecake Cherry,Hasheem,8/17/2020,3:29 AM,jcb,ACTIVA,$5704.78
524,Kristofer,Bread - Multigrain,Danie,1/12/2021,10:15 AM,mastercard,ACTIVA,$13613.59
525,Rance,Chocolate Bar - Coffee Crisp,Kary,4/9/2020,5:38 AM,laser,ACTIVA,$19333.60
526,Lyndy,Rambutan,Belita,4/11/2020,9:35 AM,jcb,ACTIVA,$5698.85
527,Kareem,Pancetta,Dennie,10/3/2020,6:44 PM,mastercard,ACTIVA,$16820.61
528,Sigmund,Sardines,Verla,5/21/2020,10:38 AM,visa-electron,ACTIVA,$17619.54
529,Robbie,Pan Grease,Banky,5/11/2020,8:23 AM,jcb,ACTIVA,$10997.42
530,Priscella,"Pepper - Red, Finger Hot",Shelbi,11/6/2020,4:57 PM,jcb,ACTIVA,$17145.70
531,Ware,Sauce - Caesar Dressing,Brady,3/28/2020,3:55 PM,diners-club-enroute,ACTIVA,$17040.15
532,Bianca,Cakes Assorted,Giulia,11/13/2020,2:56 PM,diners-club-carte-blanche,ACTIVA,$11154.50
533,Taddeo,Paper Towel Touchless,Baryram,5/11/2020,7:45 PM,jcb,ACTIVA,$11265.23
534,Phaedra,Foam Tray S2,Joli,10/28/2020,1:18 PM,diners-club-us-ca,ACTIVA,$14378.86
535,Timothea,Bread - Flat Bread,Cristionna,12/20/2020,2:01 AM,switch,ACTIVA,$10694.09
536,Paulie,Coffee Caramel Biscotti,Candy,9/6/2020,2:35 PM,maestro,ACTIVA,$14955.23
537,Dorey,Dc - Sakura Fu,Vladamir,8/24/2020,4:32 AM,switch,ACTIVA,$12303.32
538,Amalia,Cleaner - Lime Away,Crysta,8/24/2020,12:43 PM,visa-electron,ACTIVA,$13598.41
539,Jenine,Appetizer - Escargot Puff,Kerstin,11/6/2020,6:32 PM,bankcard,ACTIVA,$12767.41
540,Gratia,Gatorade - Fruit Punch,Lidia,2/7/2021,10:44 PM,switch,ACTIVA,$13333.28
541,Isa,Muffin - Blueberry Individual,Armin,7/8/2020,7:23 AM,jcb,ACTIVA,$14149.06
542,Gabbie,Beer - Muskoka Cream Ale,Stillmann,11/15/2020,4:12 PM,solo,ACTIVA,$6244.12
543,Alaine,"Veal - Tenderloin, Untrimmed",Jeanelle,8/5/2020,8:05 AM,americanexpress,ACTIVA,$18158.10
544,Iggie,Oven Mitts - 15 Inch,Barbara,12/17/2020,10:09 PM,jcb,ACTIVA,$17843.60
545,Rosalia,"Coke - Classic, 355 Ml",Ernaline,2/20/2021,5:06 PM,americanexpress,ACTIVA,$9878.15
546,Guillema,Shrimp - Black Tiger 26/30,Bartholomeus,4/20/2020,1:49 AM,jcb,ACTIVA,$8964.33
547,Emilia,"Pork - Loin, Boneless",Burk,5/23/2020,2:43 AM,americanexpress,ACTIVA,$8944.91
548,Stacy,Sobe - Liz Blizz,Dominica,2/7/2021,2:35 AM,instapayment,ACTIVA,$12952.02
549,Jacquie,Pepper - Jalapeno,Tammara,3/27/2020,8:38 AM,jcb,ACTIVA,$4942.27
550,Gaylord,Sugar - Individual Portions,Dolly,9/3/2020,5:27 AM,mastercard,ACTIVA,$12728.13
551,Hildegaard,"Pasta - Cannelloni, Sheets, Fresh",Bertine,10/6/2020,5:48 AM,solo,ACTIVA,$8551.07
552,Lorine,Bagel - Everything Presliced,Pascale,11/14/2020,3:50 AM,switch,ACTIVA,$17499.67
553,Chance,Chocolate Bar - Oh Henry,Yul,7/12/2020,9:51 AM,jcb,ACTIVA,$15727.44
554,Rachael,Coffee - Espresso,Susan,3/29/2020,7:30 AM,jcb,ACTIVA,$9250.78
555,Ritchie,Ginger - Pickled,Dacie,10/24/2020,5:44 AM,switch,ACTIVA,$14947.89
556,Brigit,Wine - Jafflin Bourgongone,Minor,7/25/2020,3:06 AM,jcb,ACTIVA,$7171.22
557,Rebeca,Grapes - Red,Melvin,11/5/2020,12:28 AM,visa-electron,ACTIVA,$12280.28
558,Sharlene,"Crab - Dungeness, Whole",Sloan,3/17/2021,8:53 PM,maestro,ACTIVA,$7700.88
559,Jeramie,"Pasta - Fettuccine, Dry",Amandie,10/22/2020,4:25 AM,jcb,ACTIVA,$11215.13
560,Archibaldo,Curry Powder,Billie,6/6/2020,8:05 AM,laser,ACTIVA,$14495.87
561,Neville,Marjoram - Fresh,Ev,7/11/2020,11:22 AM,diners-club-carte-blanche,ACTIVA,$14789.55
562,Brook,Onions - Pearl,Mendie,1/17/2021,11:54 PM,jcb,ACTIVA,$13744.68
563,Doretta,"Wine - White, Colubia Cresh",Mahala,6/21/2020,6:21 AM,instapayment,ACTIVA,$8794.81
564,Kary,"Soup - Cream Of Broccoli, Dry",Alys,8/5/2020,6:53 PM,americanexpress,ACTIVA,$11311.76
565,Lewes,Peas - Frozen,Clari,5/30/2020,12:20 PM,jcb,ACTIVA,$11506.54
566,Corby,Arizona - Plum Green Tea,Becca,11/7/2020,4:38 AM,jcb,ACTIVA,$6018.70
567,Aloysia,Pur Source,Rustin,4/10/2020,5:48 PM,jcb,ACTIVA,$19366.46
568,Quinn,"Beef - Tenderlion, Center Cut",Kalil,7/11/2020,11:45 AM,solo,ACTIVA,$18149.58
569,Barnett,"Veal - Inside, Choice",Bud,9/13/2020,5:33 AM,visa-electron,ACTIVA,$18928.39
570,Harriet,"Veal - Chops, Split, Frenched",Tallulah,7/7/2020,4:18 AM,jcb,ACTIVA,$19318.02
571,Constancy,"Cheese - Brie, Cups 125g",Shoshanna,1/5/2021,4:46 PM,jcb,ACTIVA,$19679.32
572,Gerardo,Coconut - Whole,Arron,2/4/2021,5:53 AM,jcb,ACTIVA,$14627.06
573,Selinda,Calvados - Boulard,Lacee,6/27/2020,7:16 AM,jcb,ACTIVA,$8975.82
574,Alis,Hold Up Tool Storage Rack,Maybelle,9/13/2020,10:10 PM,jcb,ACTIVA,$14181.90
575,Ly,Bok Choy - Baby,Ezmeralda,9/5/2020,7:23 AM,jcb,ACTIVA,$11951.49
576,Jameson,"Cake Circle, Foil, Scallop",Jillene,10/1/2020,3:42 PM,maestro,ACTIVA,$15325.99
577,Maudie,Eggplant - Baby,Tamma,10/4/2020,7:25 AM,mastercard,ACTIVA,$17748.81
578,Kathie,Cheese - Victor Et Berthold,Odessa,11/22/2020,6:22 AM,switch,ACTIVA,$17857.10
579,Berenice,Salt - Sea,Walliw,5/26/2020,1:55 PM,jcb,ACTIVA,$13618.75
580,Freda,Cheese - Cottage Cheese,Rubetta,8/26/2020,9:21 AM,americanexpress,ACTIVA,$17456.40
581,Jaquenetta,Cake - Miini Cheesecake Cherry,Harris,4/28/2020,12:48 PM,jcb,ACTIVA,$5508.54
582,Lothaire,Pheasants - Whole,Stesha,1/6/2021,3:46 PM,jcb,ACTIVA,$15577.74
583,Curcio,Container Clear 8 Oz,Salmon,8/30/2020,4:24 PM,jcb,ACTIVA,$15496.63
584,Raleigh,Turnip - White,Brandice,10/8/2020,11:52 PM,diners-club-carte-blanche,ACTIVA,$4368.85
585,Novelia,Apple - Royal Gala,Syman,7/20/2020,8:43 AM,americanexpress,ACTIVA,$10201.98
586,Adelle,Wine - Touraine Azay - Le - Rideau,Alayne,5/7/2020,1:35 AM,jcb,ACTIVA,$8140.34
587,Quinton,Jicama,Eba,6/16/2020,4:58 PM,bankcard,ACTIVA,$13071.82
588,Alexandrina,"Flour - Bran, Red",Blanch,6/7/2020,6:12 PM,china-unionpay,ACTIVA,$4997.83
589,Elfie,"Soup - Clam Chowder, Dry Mix",Sheela,6/10/2020,10:25 AM,mastercard,ACTIVA,$5149.57
590,Dyana,Rice - Aborio,Leoline,11/29/2020,9:09 PM,jcb,ACTIVA,$5232.49
591,Dion,Wine - Rioja Campo Viejo,Ly,7/16/2020,10:54 AM,americanexpress,ACTIVA,$6417.62
592,Paloma,"Pork - Bacon, Sliced",Ruben,2/3/2021,5:17 PM,visa,ACTIVA,$12193.31
593,Joanne,Beef Ground Medium,Steffane,7/5/2020,10:13 PM,china-unionpay,ACTIVA,$6448.60
594,Abra,Carbonated Water - White Grape,Pam,3/15/2021,11:54 AM,jcb,ACTIVA,$19989.72
595,Lyon,Dried Apple,Sanders,3/1/2021,10:27 PM,solo,ACTIVA,$12672.84
596,Burt,Pepper - Jalapeno,Pooh,9/21/2020,2:32 PM,jcb,ACTIVA,$19647.87
597,Kurt,Water - Green Tea Refresher,Giorgia,4/9/2020,1:51 PM,china-unionpay,ACTIVA,$18855.32
598,Idelle,Oil - Safflower,Odilia,10/3/2020,3:31 AM,laser,ACTIVA,$17091.76
599,Aileen,Sour Cream,Gabi,1/27/2021,7:26 PM,diners-club-carte-blanche,ACTIVA,$14998.78
600,Rad,Bread - Hamburger Buns,Lotta,8/28/2020,6:01 AM,diners-club-enroute,ACTIVA,$6457.85
601,Matilda,Beer - Original Organic Lager,Beckie,3/12/2021,8:08 AM,jcb,ACTIVA,$7708.89
602,Juline,Wheat - Soft Kernal Of Wheat,Leonardo,5/15/2020,9:47 AM,bankcard,ACTIVA,$16755.61
603,Richmound,Grapes - Black,Stacia,8/19/2020,4:26 PM,jcb,ACTIVA,$13151.81
604,Saxe,Juice - Propel Sport,Glad,12/20/2020,11:03 PM,diners-club-carte-blanche,ACTIVA,$7608.34
605,Jennica,Longos - Penne With Pesto,Cherrita,8/25/2020,8:41 PM,maestro,ACTIVA,$6847.33
606,Morgana,"Soup - Cream Of Broccoli, Dry",Abbey,5/8/2020,5:19 PM,visa-electron,ACTIVA,$8846.66
607,Iver,Pectin,Lee,5/7/2020,3:05 PM,jcb,ACTIVA,$8681.15
608,Addison,"Beef - Ox Tail, Frozen",Amelia,6/22/2020,9:08 PM,bankcard,ACTIVA,$17918.56
609,Aindrea,"Pepper - Paprika, Hungarian",Seward,1/19/2021,11:48 AM,maestro,ACTIVA,$16513.52
610,Kingsley,"Wine - Red, Concha Y Toro",Winthrop,11/4/2020,10:21 AM,mastercard,ACTIVA,$17651.22
611,Kirstyn,Glaze - Apricot,Ellery,10/10/2020,10:44 AM,mastercard,ACTIVA,$6991.29
612,Becka,Red Pepper Paste,Hendrika,3/22/2021,2:35 PM,jcb,ACTIVA,$9933.46
613,Godard,Gelatine Leaves - Envelopes,Granville,4/24/2020,6:35 PM,jcb,ACTIVA,$19777.90
614,Niki,Beef - Ground Lean Fresh,Jessey,3/12/2021,7:44 PM,americanexpress,ACTIVA,$19504.48
615,Kristine,Extract - Raspberry,Marten,11/12/2020,2:13 PM,maestro,ACTIVA,$9778.31
616,Randolph,"Lamb - Leg, Diced",Roselia,12/22/2020,2:43 AM,jcb,ACTIVA,$15367.54
617,Elsy,"Sugar - Sweet N Low, Individual",Skell,3/18/2021,5:36 PM,solo,ACTIVA,$12434.75
618,Karlotte,Chocolate - Dark,Elladine,4/13/2020,10:24 PM,jcb,ACTIVA,$12953.22
619,Blakelee,Apple - Royal Gala,Leanora,12/7/2020,2:35 PM,laser,ACTIVA,$14208.73
620,Grace,Longos - Grilled Salmon With Bbq,Matthias,1/17/2021,6:15 AM,maestro,ACTIVA,$9605.81
621,Cord,"Lamb - Pieces, Diced",Gertrud,3/26/2021,8:16 PM,switch,ACTIVA,$16606.89
622,Kennett,Chicken - Wieners,Glenn,10/2/2020,8:43 AM,jcb,ACTIVA,$6128.17
623,Osmund,Soap - Mr.clean Floor Soap,Marlane,12/29/2020,7:02 AM,maestro,ACTIVA,$19030.95
624,Omar,"Beets - Candy Cane, Organic",Vivyanne,3/23/2021,9:56 AM,americanexpress,ACTIVA,$14817.44
625,Hildegarde,Creme De Menthe Green,Athena,7/5/2020,8:27 AM,visa,ACTIVA,$5752.62
626,Laverna,Wine - Stoneliegh Sauvignon,Mab,12/28/2020,5:15 PM,mastercard,ACTIVA,$19306.75
627,Robbi,Foam Cup 6 Oz,Tymothy,8/28/2020,10:54 AM,maestro,ACTIVA,$11116.68
628,Anya,"Yeast - Fresh, Fleischman",Alwin,1/15/2021,11:00 PM,jcb,ACTIVA,$6514.61
629,Annissa,Soup - Tomato Mush. Florentine,Lianne,10/8/2020,6:39 PM,visa-electron,ACTIVA,$5729.09
630,Danny,Napkin Colour,Lisle,3/10/2021,7:25 AM,jcb,ACTIVA,$19172.14
631,Kermit,Beer - True North Strong Ale,Morena,4/3/2020,2:56 AM,jcb,ACTIVA,$17256.81
632,Ethelda,Veal - Osso Bucco,Maurits,12/23/2020,10:08 AM,bankcard,ACTIVA,$11044.24
633,Loralee,"Chilli Paste, Ginger Garlic",Charmain,3/25/2021,3:59 AM,diners-club-carte-blanche,ACTIVA,$11872.15
634,Ellette,Wine - Duboeuf Beaujolais,Arni,9/2/2020,4:29 AM,switch,ACTIVA,$10284.76
635,Caye,Sugar - White Packet,Zaneta,2/2/2021,10:56 PM,americanexpress,ACTIVA,$4483.09
636,Cad,Scallops - 10/20,Colin,2/7/2021,3:51 AM,visa-electron,ACTIVA,$12089.62
637,Dov,Wine - Jaboulet Cotes Du Rhone,Lethia,1/26/2021,7:54 AM,jcb,ACTIVA,$9137.76
638,Birch,Bread - Dark Rye,Siusan,6/28/2020,10:47 AM,bankcard,ACTIVA,$10549.60
639,Kalli,Chinese Foods - Chicken,Sue,10/26/2020,12:34 AM,switch,ACTIVA,$5727.56
640,Alvan,"Jam - Raspberry,jar",Stoddard,6/27/2020,6:21 PM,mastercard,ACTIVA,$10189.84
641,Maurita,Table Cloth 54x54 White,Skippie,10/17/2020,11:47 AM,jcb,ACTIVA,$9090.96
642,Netta,Ostrich - Prime Cut,Ingeborg,2/16/2021,6:17 AM,jcb,ACTIVA,$18741.27
643,Reinaldos,"Zucchini - Mini, Green",Vania,8/31/2020,6:09 PM,jcb,ACTIVA,$10075.71
644,Cornela,Chinese Foods - Pepper Beef,Larry,6/17/2020,4:30 PM,diners-club-carte-blanche,ACTIVA,$14986.63
645,Delmor,Island Oasis - Sweet And Sour Mix,Christabella,4/24/2020,1:08 AM,mastercard,ACTIVA,$5947.21
646,Ronna,Plastic Wrap,Emmery,7/29/2020,2:49 AM,switch,ACTIVA,$14239.08
647,Evey,Calypso - Black Cherry Lemonade,Morganne,11/30/2020,5:46 AM,diners-club-carte-blanche,ACTIVA,$7287.99
648,Karol,Milk 2% 500 Ml,Annmarie,8/25/2020,3:09 AM,switch,ACTIVA,$10473.79
649,Jamesy,Syrup - Pancake,Datha,2/14/2021,3:18 PM,jcb,ACTIVA,$14035.69
650,Pavla,Beef - Top Butt Aaa,Loren,6/29/2020,8:27 PM,jcb,ACTIVA,$15696.42
651,Gay,Veal - Slab Bacon,Christal,8/26/2020,5:53 PM,jcb,ACTIVA,$5693.83
652,Fletch,Longos - Penne With Pesto,Erika,4/22/2020,4:39 PM,jcb,ACTIVA,$19950.00
653,Gabi,Muffin Mix - Banana Nut,Jillian,2/12/2021,1:39 PM,diners-club-us-ca,ACTIVA,$7411.98
654,Johnathon,Shiro Miso,Laraine,3/8/2021,3:07 PM,diners-club-carte-blanche,ACTIVA,$4669.49
655,Viola,Blue Curacao - Marie Brizard,Clarey,11/13/2020,7:38 AM,jcb,ACTIVA,$11133.81
656,Morton,"Rum - Light, Captain Morgan",Norina,10/22/2020,12:29 PM,switch,ACTIVA,$10572.85
657,Sharleen,Red Pepper Paste,Cross,11/6/2020,9:10 PM,diners-club-carte-blanche,ACTIVA,$10673.32
658,Gert,Cheese - Cheddarsliced,Tootsie,6/9/2020,4:41 PM,jcb,ACTIVA,$16417.58
659,Clim,"Potatoes - Purple, Organic",Yorgo,5/6/2020,5:34 PM,jcb,ACTIVA,$7486.71
660,Walt,Butter - Unsalted,Bartholomeo,5/31/2020,6:56 AM,jcb,ACTIVA,$8127.44
661,Romain,Green Scrubbie Pad H.duty,Godfree,10/5/2020,7:13 AM,bankcard,ACTIVA,$5799.48
662,Marty,Buffalo - Striploin,Bordy,11/7/2020,5:43 PM,jcb,ACTIVA,$15049.93
663,Eugenio,Beans - Butter Lrg Lima,Rebeca,1/6/2021,12:39 AM,jcb,ACTIVA,$14923.35
664,Tuesday,Pan Grease,Beverie,5/20/2020,10:38 AM,jcb,ACTIVA,$16315.40
665,Neda,Wine - Acient Coast Caberne,Rance,9/22/2020,3:22 PM,visa-electron,ACTIVA,$6875.99
666,Edna,"Lemonade - Island Tea, 591 Ml",Craggy,12/5/2020,6:37 AM,visa-electron,ACTIVA,$15507.62
667,Fredrick,Oil - Macadamia,Carree,4/29/2020,11:17 AM,mastercard,ACTIVA,$10067.04
668,Gae,Hot Choc Vending,Luella,4/12/2020,8:43 PM,jcb,ACTIVA,$9566.44
669,Marji,Sauce - Hoisin,Deanne,8/8/2020,1:07 PM,jcb,ACTIVA,$19941.69
670,Antoinette,Croissants Thaw And Serve,Michaella,4/2/2020,3:09 AM,jcb,ACTIVA,$8649.31
671,Amaleta,Arctic Char - Fillets,Isiahi,2/27/2021,10:13 AM,diners-club-international,ACTIVA,$13511.53
672,Jerri,Oil - Sesame,Eloisa,4/21/2020,7:44 AM,jcb,ACTIVA,$11130.97
673,Renie,Chick Peas - Canned,Mercy,10/1/2020,11:48 PM,jcb,ACTIVA,$11184.55
674,Eward,Bok Choy - Baby,Scottie,8/15/2020,9:33 PM,mastercard,ACTIVA,$19852.33
675,Cory,Bread - Pita,Anya,5/3/2020,4:16 AM,instapayment,ACTIVA,$12786.86
676,Haze,Wine - Merlot Vina Carmen,Delia,7/19/2020,4:41 AM,jcb,ACTIVA,$17375.47
677,Dulcine,"Beef - Kindney, Whole",Maisey,12/20/2020,8:39 AM,americanexpress,ACTIVA,$9863.17
678,Brien,Cheese - Brie,Daisey,2/12/2021,10:19 AM,jcb,ACTIVA,$4526.90
679,Vitoria,Soup Campbells - Tomato Bisque,Lesley,5/2/2020,8:03 PM,maestro,ACTIVA,$9554.67
680,Josias,Madeira,Leonhard,6/13/2020,4:24 AM,jcb,ACTIVA,$11545.98
681,Camille,Avocado,Ellynn,7/9/2020,5:33 AM,jcb,ACTIVA,$16911.17
682,Markos,Halibut - Fletches,Hewitt,7/21/2020,8:47 AM,china-unionpay,ACTIVA,$7184.84
683,Joana,Cookies - Englishbay Chochip,Alec,10/23/2020,10:11 AM,jcb,ACTIVA,$10534.75
684,Coriss,Turnip - Wax,Dannie,3/9/2021,12:41 AM,visa,ACTIVA,$6586.52
685,Jolie,"Lamb - Loin, Trimmed, Boneless",Sula,3/23/2021,7:32 AM,china-unionpay,ACTIVA,$14150.71
686,Alexina,Yucca,Darell,5/8/2020,5:05 PM,china-unionpay,ACTIVA,$17611.56
687,Malynda,Wine - Peller Estates Late,Felita,11/17/2020,1:44 AM,jcb,ACTIVA,$19503.66
688,Milissent,Beef - Tenderloin,Clyve,5/18/2020,12:54 AM,diners-club-international,ACTIVA,$18510.74
689,Pepita,Pork - Hock And Feet Attached,Mac,1/7/2021,11:16 AM,jcb,ACTIVA,$17258.42
690,Filia,Sobe - Green Tea,Lalo,7/28/2020,8:17 PM,diners-club-carte-blanche,ACTIVA,$14039.55
691,Cthrine,Table Cloth - 53x69 Colour,Audre,8/4/2020,3:07 PM,jcb,ACTIVA,$19439.32
692,Cliff,Neckerchief Blck,Guinevere,12/17/2020,3:37 AM,jcb,ACTIVA,$16754.81
693,Benjamen,"Yogurt - Cherry, 175 Gr",Mendie,6/8/2020,8:04 PM,visa-electron,ACTIVA,$19928.88
694,Dulsea,Cake Slab,Doy,12/7/2020,8:43 PM,maestro,ACTIVA,$13303.72
695,Cordie,"Water, Tap",Ardella,11/10/2020,8:33 PM,jcb,ACTIVA,$8350.95
696,Amara,"Nut - Pecan, Halves",Myer,10/25/2020,8:32 AM,jcb,ACTIVA,$10939.87
697,Nance,Lettuce - Baby Salad Greens,Ingelbert,10/12/2020,6:40 AM,diners-club-enroute,ACTIVA,$19345.13
698,Ansel,"Bread - Pumpernickle, Rounds",Mendy,7/22/2020,12:14 PM,jcb,ACTIVA,$12737.00
699,Warden,"Sauce - White, Mix",David,3/17/2021,1:17 AM,jcb,ACTIVA,$5419.88
700,Hermy,Rice - Basmati,Jacinthe,11/15/2020,9:29 PM,jcb,ACTIVA,$6051.41
701,Glynn,"Mustard - Dry, Powder",Paige,3/10/2021,3:16 AM,visa,ACTIVA,$19256.00
702,Alberto,Rice - Jasmine Sented,Wiatt,11/16/2020,9:20 PM,jcb,ACTIVA,$15032.65
703,Rab,Lamb - Loin Chops,Obadias,3/27/2020,9:37 AM,jcb,ACTIVA,$13588.36
704,Deidre,Squash - Acorn,Nadeen,11/11/2020,6:03 PM,diners-club-carte-blanche,ACTIVA,$5150.59
705,Delmore,External Supplier,Ludvig,8/11/2020,9:11 PM,americanexpress,ACTIVA,$15345.63
706,Clem,Ecolab - Hobart Upr Prewash Arm,Cristian,6/26/2020,3:53 PM,visa,ACTIVA,$9999.79
707,Roshelle,"Tart Shells - Savory, 4",Shela,6/29/2020,6:00 PM,jcb,ACTIVA,$9649.77
708,Lila,"Quail - Eggs, Fresh",Rubina,1/31/2021,3:20 PM,diners-club-international,ACTIVA,$9392.76
709,Mel,"Crab - Claws, 26 - 30",Agustin,6/18/2020,7:15 PM,china-unionpay,ACTIVA,$9916.42
710,Aurlie,"Sauce - White, Mix",Stormy,5/18/2020,4:05 PM,mastercard,ACTIVA,$6754.24
711,Davida,Bread - Olive,Cindi,9/13/2020,12:11 PM,mastercard,ACTIVA,$17637.73
712,Sandye,Island Oasis - Lemonade,Keane,1/14/2021,4:28 PM,mastercard,ACTIVA,$7200.43
713,Oliver,"Nut - Pecan, Halves",Chickie,1/28/2021,11:39 AM,mastercard,ACTIVA,$6685.23
714,Zebulon,Pepper - Red Thai,Larine,7/19/2020,4:37 PM,jcb,ACTIVA,$5272.30
715,Griz,Muffin - Bran Ind Wrpd,Stevie,10/3/2020,3:49 PM,jcb,ACTIVA,$12767.60
716,Ingeberg,Cheese - Comte,Margeaux,12/21/2020,12:42 AM,mastercard,ACTIVA,$11270.57
717,Johanna,Pork - Back Ribs,Brandise,1/22/2021,12:47 PM,bankcard,ACTIVA,$11030.97
718,Mendie,Veal - Loin,Hollie,2/19/2021,4:42 PM,jcb,ACTIVA,$7566.21
719,Aldwin,Lemon Pepper,Silva,9/8/2020,4:22 AM,china-unionpay,ACTIVA,$8373.09
720,Elyse,Appetizer - Lobster Phyllo Roll,Norbert,12/5/2020,2:48 PM,jcb,ACTIVA,$9554.05
721,Ceciley,Wine - Puligny Montrachet A.,Torrence,10/14/2020,1:57 AM,mastercard,ACTIVA,$5513.13
722,Dirk,Pepper - Gypsy Pepper,Duky,12/18/2020,10:44 AM,bankcard,ACTIVA,$19248.15
723,Tibold,"Fish - Base, Bouillion",Sonia,7/28/2020,3:05 AM,jcb,ACTIVA,$11493.72
724,Selia,Roe - White Fish,Doyle,5/3/2020,5:23 PM,maestro,ACTIVA,$14077.85
725,Colene,Cheese - Gouda,Netta,10/9/2020,6:19 PM,visa-electron,ACTIVA,$17039.83
726,Wendel,Beer - Paulaner Hefeweisse,Odey,5/11/2020,8:25 PM,jcb,ACTIVA,$6044.49
727,Guillermo,Tea - Herbal I Love Lemon,Carney,1/23/2021,2:47 PM,maestro,ACTIVA,$11009.22
728,Vaclav,Wine - Savigny - Les - Beaune,Hoebart,4/23/2020,1:54 AM,jcb,ACTIVA,$8247.44
729,Guinevere,Monkfish Fresh - Skin Off,Husein,2/21/2021,11:11 PM,bankcard,ACTIVA,$14683.33
730,Caresa,Puff Pastry - Sheets,Ginni,8/27/2020,12:32 AM,switch,ACTIVA,$5955.41
731,Terrie,"Doilies - 7, Paper",Joice,5/11/2020,11:18 PM,switch,ACTIVA,$13983.27
732,Carmita,Anchovy In Oil,Maurie,5/6/2020,6:24 PM,americanexpress,ACTIVA,$13522.66
733,Stephannie,Crab - Meat,Geordie,8/29/2020,11:30 PM,jcb,ACTIVA,$4677.25
734,Clare,Pails With Lids,Ezmeralda,6/27/2020,6:33 AM,switch,ACTIVA,$11533.29
735,Paxton,Wine - Magnotta - Pinot Gris Sr,Darby,8/21/2020,12:46 AM,jcb,ACTIVA,$19799.79
